"batch_id","product_id","title","url","viewport","viewport_width","viewport_height","response_status","document_scroll_width","document_scroll_height","horizontal_overflow","h1_count","heading_hierarchy_valid","image_count","broken_image_count","quote_form_present","cta_count","internal_link_count","banned_phrases","screenshot_truncated","screenshot_path","screenshot_bytes","viewport_screenshot_path","viewport_screenshot_bytes","qa_status","qa_failures","error"
"BATCH-12","231","Custom Wine Drawer Box with Insert","http://localhost/hopgiayvpn/product/custom-wine-drawer-box-with-insert/","mobile-390","390","844","200","390","16651","false","1","true","18","0","true","3","4","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-12/231-custom-wine-drawer-box-with-insert-mobile-390.png","1211488","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-12/231-custom-wine-drawer-box-with-insert-mobile-390-viewport.png","131081","PASS","",""
"BATCH-12","840","CUSTOM WINE BOTTLE PACKAGING BOX","http://localhost/hopgiayvpn/product/custom-wine-bottle-packaging-box/","desktop-1440","1440","1000","200","1440","10767","false","1","true","16","0","true","3","5","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-12/840-custom-wine-bottle-packaging-box-desktop-1440.png","1702706","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-12/840-custom-wine-bottle-packaging-box-desktop-1440-viewport.png","357791","PASS","",""
"BATCH-12","840","CUSTOM WINE BOTTLE PACKAGING BOX","http://localhost/hopgiayvpn/product/custom-wine-bottle-packaging-box/","mobile-390","390","844","200","390","16809","false","1","true","16","0","true","3","5","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-12/840-custom-wine-bottle-packaging-box-mobile-390.png","1216986","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-12/840-custom-wine-bottle-packaging-box-mobile-390-viewport.png","108461","PASS","",""
"BATCH-13","229","Custom Flat Rigid Gift Box with Ribbon","http://localhost/hopgiayvpn/product/custom-flat-rigid-gift-box-with-ribbon/","desktop-1440","1440","1000","200","1440","10367","false","1","true","9","0","true","3","4","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-13/229-custom-flat-rigid-gift-box-with-ribbon-desktop-1440.png","1499277","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-13/229-custom-flat-rigid-gift-box-with-ribbon-desktop-1440-viewport.png","292639","PASS","",""
"BATCH-13","229","Custom Flat Rigid Gift Box with Ribbon","http://localhost/hopgiayvpn/product/custom-flat-rigid-gift-box-with-ribbon/","mobile-390","390","844","200","390","15602","false","1","true","9","0","true","3","4","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-13/229-custom-flat-rigid-gift-box-with-ribbon-mobile-390.png","1081558","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-13/229-custom-flat-rigid-gift-box-with-ribbon-mobile-390-viewport.png","115490","PASS","",""
"BATCH-13","1291","CUSTOM RING BOX WITH VELVET INSERT","http://localhost/hopgiayvpn/product/custom-ring-box-with-velvet-insert/","desktop-1440","1440","1000","200","1440","10536","false","1","true","16","0","true","3","5","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-13/1291-custom-ring-box-with-velvet-insert-desktop-1440.png","1689067","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-13/1291-custom-ring-box-with-velvet-insert-desktop-1440-viewport.png","428341","PASS","",""
"BATCH-13","1291","CUSTOM RING BOX WITH VELVET INSERT","http://localhost/hopgiayvpn/product/custom-ring-box-with-velvet-insert/","mobile-390","390","844","200","390","15863","false","1","true","16","0","true","3","5","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-13/1291-custom-ring-box-with-velvet-insert-mobile-390.png","1148599","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-13/1291-custom-ring-box-with-velvet-insert-mobile-390-viewport.png","141210","PASS","",""
"BATCH-14","725","CUSTOM LUXURY GIFT BOX WITH PAPER BAG","http://localhost/hopgiayvpn/product/custom-luxury-gift-box-with-paper-bag/","desktop-1440","1440","1000","200","1440","10686","false","1","true","16","0","true","3","5","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-14/725-custom-luxury-gift-box-with-paper-bag-desktop-1440.png","1653398","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-14/725-custom-luxury-gift-box-with-paper-bag-desktop-1440-viewport.png","330217","PASS","",""
"BATCH-14","725","CUSTOM LUXURY GIFT BOX WITH PAPER BAG","http://localhost/hopgiayvpn/product/custom-luxury-gift-box-with-paper-bag/","mobile-390","390","844","200","390","16387","false","1","true","16","0","true","3","5","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-14/725-custom-luxury-gift-box-with-paper-bag-mobile-390.png","1165380","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-14/725-custom-luxury-gift-box-with-paper-bag-mobile-390-viewport.png","100505","PASS","",""
"BATCH-14","7199","CUSTOM LIME GREEN PAPER SHOPPING BAG WITH ROPE HANDLES","http://localhost/hopgiayvpn/product/custom-lime-green-paper-shopping-bag-with-rope-handles/","desktop-1440","1440","1000","200","1440","10721","false","1","true","16","0","true","3","5","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-14/7199-custom-lime-green-paper-shopping-bag-with-rope-handles-desktop-1440.png","1634664","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-14/7199-custom-lime-green-paper-shopping-bag-with-rope-handles-desktop-1440-viewport.png","317067","PASS","",""
"BATCH-14","7199","CUSTOM LIME GREEN PAPER SHOPPING BAG WITH ROPE HANDLES","http://localhost/hopgiayvpn/product/custom-lime-green-paper-shopping-bag-with-rope-handles/","mobile-390","390","844","200","390","16402","false","1","true","16","0","true","3","5","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-14/7199-custom-lime-green-paper-shopping-bag-with-rope-handles-mobile-390.png","1150949","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-14/7199-custom-lime-green-paper-shopping-bag-with-rope-handles-mobile-390-viewport.png","96286","PASS","",""
"BATCH-15","245","Custom Apparel Drawer Box with Ribbon Pull","http://localhost/hopgiayvpn/product/custom-apparel-drawer-box-with-ribbon-pull/","desktop-1440","1440","1000","200","1440","10342","false","1","true","9","0","true","3","4","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-15/245-custom-apparel-drawer-box-with-ribbon-pull-desktop-1440.png","1483601","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-15/245-custom-apparel-drawer-box-with-ribbon-pull-desktop-1440-viewport.png","270055","PASS","",""
"BATCH-15","245","Custom Apparel Drawer Box with Ribbon Pull","http://localhost/hopgiayvpn/product/custom-apparel-drawer-box-with-ribbon-pull/","mobile-390","390","844","200","390","15629","false","1","true","9","0","true","3","4","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-15/245-custom-apparel-drawer-box-with-ribbon-pull-mobile-390.png","1084448","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-15/245-custom-apparel-drawer-box-with-ribbon-pull-mobile-390-viewport.png","107585","PASS","",""
"BATCH-15","1245","CUSTOM YOGA MAT PACKAGING BOX","http://localhost/hopgiayvpn/product/custom-yoga-mat-packaging-box/","desktop-1440","1440","1000","200","1440","10861","false","1","true","16","0","true","3","6","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-15/1245-custom-yoga-mat-packaging-box-desktop-1440.png","1716802","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-15/1245-custom-yoga-mat-packaging-box-desktop-1440-viewport.png","366899","PASS","",""
"BATCH-15","1245","CUSTOM YOGA MAT PACKAGING BOX","http://localhost/hopgiayvpn/product/custom-yoga-mat-packaging-box/","mobile-390","390","844","200","390","16833","false","1","true","16","0","true","3","6","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-15/1245-custom-yoga-mat-packaging-box-mobile-390.png","1214745","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-15/1245-custom-yoga-mat-packaging-box-mobile-390-viewport.png","116914","PASS","",""
"BATCH-16","426","CUSTOM MEDICAL KIT PACKAGING BOX","http://localhost/hopgiayvpn/product/custom-medical-kit-packaging-box/","desktop-1440","1440","1000","200","1440","11035","false","1","true","22","0","true","3","4","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-16/426-custom-medical-kit-packaging-box-desktop-1440.png","1610974","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-16/426-custom-medical-kit-packaging-box-desktop-1440-viewport.png","216962","PASS","",""
"BATCH-16","426","CUSTOM MEDICAL KIT PACKAGING BOX","http://localhost/hopgiayvpn/product/custom-medical-kit-packaging-box/","mobile-390","390","844","200","390","17008","false","1","true","22","0","true","3","4","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-16/426-custom-medical-kit-packaging-box-mobile-390.png","1184602","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-16/426-custom-medical-kit-packaging-box-mobile-390-viewport.png","83533","PASS","",""
"BATCH-16","815","CUSTOM TABLET PACKAGING BOX","http://localhost/hopgiayvpn/product/custom-tablet-packaging-box/","desktop-1440","1440","1000","200","1440","10928","false","1","true","18","0","true","3","5","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-16/815-custom-tablet-packaging-box-desktop-1440.png","1675367","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-16/815-custom-tablet-packaging-box-desktop-1440-viewport.png","331207","PASS","",""
"BATCH-16","815","CUSTOM TABLET PACKAGING BOX","http://localhost/hopgiayvpn/product/custom-tablet-packaging-box/","mobile-390","390","844","200","390","16832","false","1","true","18","0","true","3","5","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-16/815-custom-tablet-packaging-box-mobile-390.png","1210348","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-16/815-custom-tablet-packaging-box-mobile-390-viewport.png","114166","PASS","",""
"BATCH-17","233","Custom Candle Jar Box with Insert","http://localhost/hopgiayvpn/product/custom-candle-jar-box-with-insert/","desktop-1440","1440","1000","200","1440","10352","false","1","true","9","0","true","3","4","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-17/233-custom-candle-jar-box-with-insert-desktop-1440.png","1474787","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-17/233-custom-candle-jar-box-with-insert-desktop-1440-viewport.png","262265","PASS","",""
"BATCH-17","233","Custom Candle Jar Box with Insert","http://localhost/hopgiayvpn/product/custom-candle-jar-box-with-insert/","mobile-390","390","844","200","390","15661","false","1","true","9","0","true","3","4","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-17/233-custom-candle-jar-box-with-insert-mobile-390.png","1080385","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-17/233-custom-candle-jar-box-with-insert-mobile-390-viewport.png","107325","PASS","",""
"BATCH-17","1215","CUSTOM CANDLE PAPER TUBE BOX","http://localhost/hopgiayvpn/product/custom-candle-paper-tube-box/","desktop-1440","1440","1000","200","1440","10618","false","1","true","16","0","true","3","6","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-17/1215-custom-candle-paper-tube-box-desktop-1440.png","1619861","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-17/1215-custom-candle-paper-tube-box-desktop-1440-viewport.png","345461","PASS","",""
"BATCH-17","1215","CUSTOM CANDLE PAPER TUBE BOX","http://localhost/hopgiayvpn/product/custom-candle-paper-tube-box/","mobile-390","390","844","200","390","16257","false","1","true","16","0","true","3","6","","false","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-17/1215-custom-candle-paper-tube-box-mobile-390.png","1153965","artifacts/product-seo-release-checkpoint-v1/screenshots/BATCH-17/1215-custom-candle-paper-tube-box-mobile-390-viewport.png","113703","PASS","",""
