product_id,title,batch_id,field,changed,old_sha256,new_sha256,old_word_count,new_word_count,qa_status
237,"Custom Rigid Gift Box with Ribbon Closure",BATCH-09,rank_math_title,YES,593cf38b65c7d778e413bb7ee0d4d6d397b2e814a106666edc19ce7fb48a1bf8,df989a23360e7e1073570337731f7c07fe4b9154afcd1211baf859c416bf2ec9,10,10,PASS
237,"Custom Rigid Gift Box with Ribbon Closure",BATCH-09,rank_math_description,YES,e6a73d13d42ae7f219922add0a8dcf559ad7e3f74285cc266fcf6a1f0980b8fa,2554334d1eddd2ba296b501b589e58834597387672b0d7d20e8f7693515f60de,23,20,PASS
237,"Custom Rigid Gift Box with Ribbon Closure",BATCH-09,rank_math_focus_keyword,NO,7e4dc1b81e611d2a1f5986685d835de7d2678d08df99d440031eb46957eea83c,7e4dc1b81e611d2a1f5986685d835de7d2678d08df99d440031eb46957eea83c,5,5,PASS
238,"Custom Wine Gift Box with Accessories",BATCH-12,post_excerpt,YES,6bee1363b3a4985d7fa27db8bfdebb49d85ee74326b644bf1ec09cd8af4f94ce,be5a3514801170ed957cfb6a55a49c5cb58ec6b557119cca6ee80292ac261791,33,41,PASS
238,"Custom Wine Gift Box with Accessories",BATCH-12,post_content,YES,75ebc2c03f0532aa4c47b8fbdb6e4a66c782d2a5b641ec01112d57e50e38d01d,cfb61e99331476a98fc658791641fc255848b18db9a08b47b8f48ac5d988b7b6,946,1097,PASS
238,"Custom Wine Gift Box with Accessories",BATCH-12,rank_math_title,YES,284758e08e9c4e003d49de8999b32dd3e4468c4ff726ad2333ee17b6208adf21,0f15c27bf958eece26c927738a5856bb5c1f0e0fe78a1c6965ae001b4ff7a396,9,9,PASS
238,"Custom Wine Gift Box with Accessories",BATCH-12,rank_math_description,YES,2a44b9996a36cac04d20189bfe66756d4696980b06cb64aaed53ff47e8952749,4e54fcdedf58d7d90c4541d02ce403448fe27207fc5ae5f391d0be8197fad2dd,25,21,PASS
238,"Custom Wine Gift Box with Accessories",BATCH-12,rank_math_focus_keyword,NO,84805eea71003341f9f19ae738d986d8d70eb98237974ee1711d40600f53f3c0,84805eea71003341f9f19ae738d986d8d70eb98237974ee1711d40600f53f3c0,5,5,PASS
239,"Custom Pizza Packaging Box",BATCH-10,post_excerpt,YES,fe8974b51d4704a80b898a8be66d7b52077f488b0b5479155052f93845d91616,c1b5ef4f80cbe75a6b46c222276a271bbbec1852227a59a40018b82b6ee04c2c,29,49,PASS
239,"Custom Pizza Packaging Box",BATCH-10,post_content,YES,f8ea579c5a99fc162ff9b2ba5efd86dcb613b0cc6e42a185f7a1105c5b06a499,3b89619090008812c5357f0b9635c645c9ad35000969b36a720f4a0f50715e16,772,1045,PASS
239,"Custom Pizza Packaging Box",BATCH-10,rank_math_title,YES,30ccb9151940c35ea985c731044a0387ac9d9b1249794a75454e2a70f54f1c84,9ce681fa9931a93e21ad37cc1936b6e5a65465b5fa87a9904957d0f9fe96b105,7,8,PASS
239,"Custom Pizza Packaging Box",BATCH-10,rank_math_description,YES,5053047c8c455e996615c5fb0d846191421bb93577f925a8587cded3c9dd4568,4b65976d085769cda0a8abca6757e8493ffe47c5e7787d2daba1b3227a307fa7,22,20,PASS
239,"Custom Pizza Packaging Box",BATCH-10,rank_math_focus_keyword,NO,d43c3625c608def526d1e3f8c8f67adc1afc3f6944f5bf610e51ac95a2ad2df6,d43c3625c608def526d1e3f8c8f67adc1afc3f6944f5bf610e51ac95a2ad2df6,4,4,PASS
240,"Custom Cosmetic Tube Packaging Box with Insert",BATCH-03,post_excerpt,YES,62567694959d2a970e10f714918f476eacdc60fe0102fa8ea15470829ef9cdf4,b029b03b4360db6a6e4d9d123c09d5096cbd1199668c770d8f1dbb20d5566083,32,46,PASS
240,"Custom Cosmetic Tube Packaging Box with Insert",BATCH-03,post_content,YES,d0e780e8cd166cd02997c95a104f4bd2e46cd3f886fd23805de98e716d6000cc,92c719cc77c67acf137e5aafc4293d01b87077ed7c3969ef11b4b08adbda75fd,808,1033,PASS
240,"Custom Cosmetic Tube Packaging Box with Insert",BATCH-03,rank_math_title,YES,e9845ace78c3ca22e4f65cf3b5eaf7d377ecd9f754deba97a1c4154a8e670698,3f50b07c4af927e7791eaeff5fef2be60f7b53262f26a6d04cce79f0fb31174f,10,8,PASS
240,"Custom Cosmetic Tube Packaging Box with Insert",BATCH-03,rank_math_description,YES,fcc8cf4efb2ecccf6ed3b5b32cddaeaced444222048f1eaf3712ab6f4918cfdd,98fc29b0f54c91eee316aac39a615f741625343f7c1d40865f92ee7723aa45b0,25,21,PASS
240,"Custom Cosmetic Tube Packaging Box with Insert",BATCH-03,rank_math_focus_keyword,NO,267fa97e6b01a8c5ca3e7593f0d2d83ae7efa2b741233e9f64ca890601155246,267fa97e6b01a8c5ca3e7593f0d2d83ae7efa2b741233e9f64ca890601155246,4,4,PASS
241,"Custom Perfume Box with Insert",BATCH-09,post_excerpt,YES,e259ca3c26952fb45838c5c88051b976f583de57ab7c33dfe6aa40c8c3583d5f,8256b381da799ec92700dee7e9b9cef136be2431aa1bd3522a35ff461f287d5a,33,51,PASS
241,"Custom Perfume Box with Insert",BATCH-09,post_content,YES,99ec837b38788bd3f2d3237091f3bddd8f88c777c3fa0b2ad014cbf3a48f5756,ddd7494cfa611f6c821d474c46d9b89abb6f46091bea76aed96389e9a3290000,929,910,PASS
241,"Custom Perfume Box with Insert",BATCH-09,rank_math_title,YES,79b1746fc0f38e9b17378a33976e2990953b86fc6bad416baa86bc7e30680b0d,8e919618d18145773b5298ba953ca28af6a2ddbdec9a8650bee46684591cf240,8,9,PASS
241,"Custom Perfume Box with Insert",BATCH-09,rank_math_description,YES,47f3f509691af476187f9def14b28f403a8316f2e9ef2f7add3b59576b635a09,4993f3fb9fb03a3305680acb4ba088d5cfee09e861525a4eb4452611686c9d04,22,20,PASS
241,"Custom Perfume Box with Insert",BATCH-09,rank_math_focus_keyword,NO,5e454e44f16ba5a7f123b7292eaee9db2c79f56aeeef546781e73046cddb1186,5e454e44f16ba5a7f123b7292eaee9db2c79f56aeeef546781e73046cddb1186,4,4,PASS
242,"Custom Gift Box with Ribbon Bow",BATCH-09,post_excerpt,YES,4e1051fc6ddc7a085000f731f355af421b3a3561fa26dda3e10a1f60d2e80d3d,98c774028013b305b462869caee095c13a35454fde7398eae99d5d40b4429124,32,50,PASS
242,"Custom Gift Box with Ribbon Bow",BATCH-09,post_content,YES,e875c0271195bf17d7588bd4045fd6f5d5bbdbd4124833e2f9a6248502a354a8,2c0d7327fb75d73826e160c2fb27cdd0ebf20bbeb16b0766a12f428dcd10a9ac,846,921,PASS
242,"Custom Gift Box with Ribbon Bow",BATCH-09,rank_math_title,YES,0369210a15f9a42d08decc26f37276e60a4cc1d0eb5a945abd695a2c085ce1b3,5346497ad722c6a24525fad9d6b8e6855d9acd48e5b8dc418ca55d7d4bb50097,9,10,PASS
242,"Custom Gift Box with Ribbon Bow",BATCH-09,rank_math_description,YES,d5fe4c4d058353abd76f388c8204d4e739c8fb1dc3fdd205e017029bf8f17d29,538f655201599c328061921d95562978952693f2cdbfae4e30b63b3cb5369dda,23,20,PASS
242,"Custom Gift Box with Ribbon Bow",BATCH-09,rank_math_focus_keyword,NO,7801ccfd405d0f8ab59bf56e17f0d3062903a8e3a943a0b59629f57c64c377e8,7801ccfd405d0f8ab59bf56e17f0d3062903a8e3a943a0b59629f57c64c377e8,5,5,PASS
243,"Custom Nested Kraft Gift Boxes with Ribbon",BATCH-09,post_excerpt,YES,f94df27ad684af881cac358265591bb47424ca8be390209eec53770c6ca40d07,0b6f816e95648a4a303847a0a3311f30035c2d1df9d683357dda4c4b3d988bc0,33,49,PASS
243,"Custom Nested Kraft Gift Boxes with Ribbon",BATCH-09,post_content,YES,462f014035cc406a4adc7675c9624e7fd93721c5c070ea8e5c18578ee0e1e882,84160f9c56da6e8cca74a1246c4f2f92745f461445a13a0a9eee0d307b0e6711,885,926,PASS
243,"Custom Nested Kraft Gift Boxes with Ribbon",BATCH-09,rank_math_title,YES,538b3195957fa5e9d32937d587fde9ed49744173e42ba43e9a230c4988b8419a,46408543b6c1afdac1732adf3be7147420e9039ce264d21924b872479ad005f5,10,10,PASS
243,"Custom Nested Kraft Gift Boxes with Ribbon",BATCH-09,rank_math_description,YES,dc94fc383ea2c3b13fad18b78ac4a5012fb4053e3ddb86146438d9ab36584c1f,3f6cb905b01be7d477b26e624371e85e5d488b19d29974534f50b57c822e7bf2,24,21,PASS
